user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u4865,q4865,0.62,0.6,0.57,0.57,0.88,73.0,1
u1150,q1150,0.31,0.32,0.34,0.29,0.52,19.0,1
u9928,q9928,0.86,0.83,0.81,0.81,0.97,32.0,2
u2564,q2564,0.46,0.43,0.41,0.43,0.92,140.0,1
u9050,q9050,0.83,0.82,0.79,0.76,0.93,26.0,3
u1232,q1232,0.31,0.26,0.5,0.65,0.36,26.0,1
u8300,q8300,0.8,0.87,0.81,0.92,0.99,32.0,3
u9905,q9905,0.81,0.89,0.84,0.89,0.96,28.0,3
u6147,q6147,0.6,0.74,0.39,0.57,0.85,69.0,1
u5832,q5832,0.59,0.61,0.55,0.5,0.88,69.0,3
u2036,q2036,0.69,0.68,0.66,0.7,0.4,128.0,2
u700,q700,0.39,0.38,0.27,0.28,0.3,24.0,1
u5496,q5496,0.64,0.87,0.55,0.57,0.8,60.0,1
u6183,q6183,0.43,0.57,0.31,0.8,0.76,71.0,2
u6919,q6919,0.71,0.65,0.7,0.68,0.87,67.0,1
u199,q199,0.39,0.41,0.24,0.36,0.1,20.0,1
u1543,q1543,0.29,0.57,0.03,0.52,0.61,25.0,2
u1566,q1566,0.36,0.37,0.21,0.14,0.31,131.0,2
u5961,q5961,0.69,0.58,0.81,0.64,0.85,50.0,2
u2889,q2889,0.18,0.36,0.0,0.39,0.56,27.0,1
u9052,q9052,0.81,0.85,0.79,0.89,0.97,45.0,2
u3809,q3809,0.71,0.63,0.75,0.87,0.77,38.0,1
u3298,q3298,0.66,0.68,0.65,0.65,0.78,47.0,2
u7020,q7020,0.69,0.85,0.49,0.67,1.0,35.0,2
u3597,q3597,0.56,0.62,0.41,0.68,0.78,50.0,1
u6800,q6800,0.61,0.6,0.77,0.64,0.85,74.0,3
u9142,q9142,0.86,0.78,0.88,0.93,0.95,39.0,2
u9348,q9348,0.8,0.83,0.79,0.82,0.99,30.0,3
u2405,q2405,0.32,0.57,0.17,0.6,0.68,26.0,1
u1407,q1407,0.25,0.26,0.28,0.34,0.62,147.0,2
u3146,q3146,0.74,0.72,0.59,0.58,0.66,72.0,2
u7807,q7807,0.8,0.8,0.72,0.53,1.0,57.0,3
u4134,q4134,0.68,0.72,0.62,0.69,0.77,61.0,2
u4116,q4116,0.81,0.74,0.9,0.65,0.83,44.0,2
u5396,q5396,0.66,0.77,0.71,0.76,0.86,63.0,2
u1281,q1281,0.6,0.41,0.61,0.28,0.67,29.0,1
u5502,q5502,0.6,0.82,0.4,0.69,0.9,46.0,2
u948,q948,0.41,0.33,0.36,0.53,0.48,34.0,1
u920,q920,0.41,0.42,0.29,0.4,0.62,29.0,1
u8256,q8256,0.81,0.94,0.82,0.83,0.97,43.0,3
u9448,q9448,0.92,0.95,0.77,0.86,0.95,71.0,3
u8142,q8142,0.86,0.96,0.76,0.76,1.0,53.0,3
u3512,q3512,0.51,0.53,0.57,0.61,0.76,60.0,3
u7551,q7551,0.51,0.45,0.66,0.59,0.93,42.0,2
u1212,q1212,0.28,0.33,0.22,0.34,0.68,131.0,1
u6802,q6802,0.64,0.7,0.59,0.54,0.68,41.0,2
u4398,q4398,0.62,0.55,0.62,0.61,0.94,50.0,2
u5714,q5714,0.82,0.76,1.0,0.58,0.87,43.0,3
u16,q16,0.43,0.34,0.46,0.27,0.4,114.0,1
u8052,q8052,0.81,0.89,0.71,0.79,1.0,5.0,2
u4915,q4915,0.73,0.83,0.54,0.66,0.91,74.0,2
u7537,q7537,0.74,0.73,0.66,0.74,0.71,60.0,2
u4520,q4520,0.62,0.63,0.75,0.55,0.94,72.0,2
u3519,q3519,0.6,0.73,0.57,0.76,1.0,73.0,3
u2377,q2377,0.49,0.36,0.69,0.2,0.6,122.0,1
u3388,q3388,0.56,0.58,0.38,0.81,0.81,52.0,2
u9020,q9020,0.84,0.82,0.94,0.81,1.0,38.0,3
u636,q636,0.29,0.23,0.34,0.34,0.32,20.0,2
u7123,q7123,0.69,0.82,0.68,0.6,0.83,58.0,2
u6077,q6077,0.64,0.59,0.84,0.69,1.0,35.0,2
u3596,q3596,0.7,0.69,0.72,0.72,0.79,86.0,3
u3781,q3781,0.62,0.63,0.68,0.61,0.93,42.0,1
u4510,q4510,0.74,0.67,0.65,0.52,0.74,51.0,1
u7376,q7376,0.56,0.74,0.39,0.63,0.65,62.0,3
u3127,q3127,0.66,0.64,0.74,0.65,0.68,72.0,2
u4988,q4988,0.69,0.71,0.6,0.84,0.79,59.0,1
u598,q598,0.33,0.3,0.45,0.31,0.59,32.0,1
u6001,q6001,0.6,0.68,0.49,0.47,1.0,53.0,2
u4168,q4168,0.71,0.76,0.69,0.69,0.96,39.0,1
u9072,q9072,0.87,0.85,0.83,0.8,0.97,11.0,2
u9257,q9257,0.84,0.88,0.85,0.87,0.96,42.0,3
u967,q967,0.38,0.33,0.35,0.31,0.5,26.0,2
u4992,q4992,0.6,0.71,0.24,0.64,0.82,60.0,2
u290,q290,0.28,0.34,0.26,0.35,0.78,26.0,1
u672,q672,0.27,0.19,0.43,0.3,0.68,26.0,2
u880,q880,0.52,0.52,0.27,0.16,0.94,148.0,2
u4205,q4205,0.92,0.84,1.0,0.51,0.86,65.0,2
u189,q189,0.39,0.32,0.43,0.4,0.58,157.0,1
u897,q897,0.42,0.38,0.51,0.29,0.51,68.0,1
u412,q412,0.2,0.29,0.24,0.39,0.42,140.0,1
u1013,q1013,0.36,0.61,0.15,0.53,0.34,133.0,2
u9819,q9819,0.87,0.89,0.96,0.79,0.99,45.0,2
u4344,q4344,0.66,0.78,0.63,0.67,0.8,73.0,2
u1337,q1337,0.23,0.34,0.05,0.39,0.44,150.0,1
u3345,q3345,0.62,0.54,0.58,0.59,0.93,67.0,1
u9302,q9302,0.89,0.93,0.8,0.86,0.96,25.0,3
u4079,q4079,0.69,0.76,0.62,0.75,0.94,55.0,2
u5471,q5471,0.74,0.77,0.57,0.63,0.87,50.0,2
u9687,q9687,0.93,0.86,0.9,0.89,0.96,45.0,2
u4766,q4766,0.73,0.76,0.72,0.38,0.93,64.0,2
u2612,q2612,0.39,0.29,0.56,0.49,1.0,23.0,2
u8475,q8475,0.82,0.83,0.78,0.79,0.96,33.0,3
u7037,q7037,0.79,0.6,0.98,0.83,0.92,66.0,2
u1580,q1580,0.34,0.32,0.42,0.19,0.55,33.0,1
u8172,q8172,0.85,0.95,0.76,0.73,0.96,54.0,2
u5750,q5750,0.64,0.7,0.57,0.74,0.83,52.0,2
u7516,q7516,0.66,0.72,0.6,0.69,0.99,61.0,2
u237,q237,0.31,0.2,0.45,0.31,0.71,178.0,1
u8385,q8385,0.77,0.89,0.66,0.8,0.95,18.0,3
u8278,q8278,0.91,0.87,1.0,0.81,0.99,48.0,2
u6248,q6248,0.79,0.69,0.77,0.72,1.0,54.0,2
u5406,q5406,0.55,0.65,0.51,0.67,0.98,52.0,3
u1996,q1996,0.31,0.51,0.29,0.73,0.65,133.0,1
u5449,q5449,0.56,0.6,0.44,0.64,0.87,47.0,1
u566,q566,0.26,0.36,0.31,0.51,0.62,19.0,1
u3733,q3733,0.55,0.57,0.7,0.66,0.8,46.0,2
u6088,q6088,0.73,0.69,0.75,0.71,0.81,49.0,2
u8178,q8178,0.89,0.89,0.92,0.85,0.95,36.0,3
u7962,q7962,0.78,0.89,0.59,0.53,0.93,52.0,2
u1057,q1057,0.45,0.4,0.52,0.36,0.56,118.0,1
u3109,q3109,0.79,0.91,0.42,0.63,0.85,48.0,3
u9414,q9414,0.92,1.0,0.79,0.94,0.98,27.0,3
u757,q757,0.44,0.45,0.32,0.45,0.75,144.0,1
u1541,q1541,0.18,0.4,0.14,0.49,0.32,113.0,1
u4001,q4001,0.65,0.54,0.72,0.49,0.95,43.0,1
u5122,q5122,0.68,0.72,0.54,0.62,0.9,80.0,1
u5223,q5223,0.72,0.69,0.75,0.79,1.0,59.0,2
u1987,q1987,0.47,0.47,0.27,0.43,0.93,148.0,1
u132,q132,0.42,0.41,0.29,0.32,1.0,25.0,2
u9288,q9288,0.72,0.83,0.78,0.78,0.96,39.0,3
u274,q274,0.33,0.4,0.41,0.24,0.81,28.0,1
u9476,q9476,0.98,0.9,0.89,0.91,1.0,37.0,3
u360,q360,0.33,0.32,0.15,0.18,0.66,25.0,1
u1844,q1844,0.41,0.41,0.28,0.34,0.72,125.0,1
u7776,q7776,0.62,0.72,0.49,0.83,0.64,61.0,3
u3310,q3310,0.61,0.58,0.54,0.71,0.71,77.0,1
u8242,q8242,0.95,1.0,0.93,0.78,0.98,60.0,3
u1889,q1889,0.34,0.35,0.33,0.49,0.86,32.0,1
u1617,q1617,0.46,0.43,0.47,0.42,0.67,163.0,1
u7746,q7746,0.55,0.57,0.65,0.87,1.0,55.0,2
u2149,q2149,0.32,0.39,0.41,0.44,0.34,21.0,1
u6202,q6202,0.74,0.67,0.73,0.66,0.79,56.0,2
u4950,q4950,0.61,0.6,0.61,0.85,0.87,51.0,3
u3793,q3793,0.68,0.69,0.67,0.66,0.96,67.0,2
u1156,q1156,0.41,0.5,0.27,0.09,0.81,19.0,1
u6290,q6290,0.5,0.57,0.37,0.64,1.0,61.0,3
u6717,q6717,0.76,0.8,0.85,0.45,1.0,87.0,2
u1121,q1121,0.44,0.51,0.21,0.33,1.0,31.0,1
u5857,q5857,0.66,0.69,0.76,0.53,0.78,72.0,1
u6960,q6960,0.64,0.71,0.53,0.62,0.87,72.0,1
u5179,q5179,0.75,0.61,0.86,0.67,0.81,50.0,1
u5476,q5476,0.66,0.75,0.4,0.71,0.72,59.0,2
u176,q176,0.47,0.48,0.19,0.36,0.52,120.0,1
u2292,q2292,0.43,0.5,0.37,0.73,0.79,142.0,1
u6588,q6588,0.59,0.5,0.71,0.7,0.75,66.0,2
u8938,q8938,0.91,0.88,0.73,0.87,0.99,32.0,3
u50,q50,0.33,0.22,0.48,0.27,0.78,140.0,2
u4768,q4768,0.62,0.69,0.45,0.76,0.72,64.0,2
u3129,q3129,0.73,0.78,0.57,0.72,0.85,78.0,3
u5331,q5331,0.55,0.63,0.51,0.73,0.67,65.0,2
u9602,q9602,0.91,0.96,0.65,0.88,1.0,31.0,2
u2021,q2021,0.4,0.41,0.29,0.04,0.71,30.0,2
u2577,q2577,0.4,0.55,0.2,0.4,0.49,35.0,1
u8764,q8764,0.94,0.93,0.85,0.91,0.98,23.0,3
u9881,q9881,0.89,0.83,0.97,0.9,0.94,39.0,3
u5415,q5415,0.66,0.67,0.71,0.51,0.9,36.0,1
u7786,q7786,0.62,0.79,0.59,0.66,0.81,55.0,2
u6107,q6107,0.62,0.61,0.6,0.49,0.93,77.0,2
u3601,q3601,0.73,0.85,0.54,0.59,0.86,94.0,2
u7544,q7544,0.68,0.77,0.55,0.59,0.75,61.0,1
u7437,q7437,0.62,0.6,0.65,0.82,0.88,39.0,2
u2736,q2736,0.35,0.35,0.26,0.3,0.58,120.0,1
u3058,q3058,0.56,0.5,0.67,0.53,0.73,58.0,2
u3508,q3508,0.75,0.81,0.55,0.85,0.97,53.0,2
u2007,q2007,0.42,0.4,0.46,0.42,0.51,27.0,1
u9212,q9212,0.9,0.98,1.0,0.8,1.0,40.0,3
u7866,q7866,0.61,0.72,0.42,0.57,0.66,40.0,1
u1455,q1455,0.42,0.46,0.49,0.24,0.4,134.0,2
u4820,q4820,0.56,0.67,0.43,0.56,0.71,77.0,2
u9103,q9103,0.84,0.84,0.71,0.83,0.97,43.0,2
u7268,q7268,0.53,0.57,0.64,0.43,0.79,61.0,2
u2869,q2869,0.37,0.45,0.2,0.41,0.67,21.0,1
u9269,q9269,0.88,0.92,0.95,0.84,0.98,50.0,2
u8604,q8604,0.89,0.91,0.89,0.82,0.96,35.0,3
u4831,q4831,0.83,0.76,0.72,0.78,0.65,83.0,2
u3164,q3164,0.57,0.69,0.52,0.67,0.84,73.0,3
u9889,q9889,0.66,0.79,0.62,0.84,0.98,57.0,2
u4691,q4691,0.64,0.76,0.58,0.46,0.86,64.0,2
u898,q898,0.5,0.41,0.41,0.23,0.55,26.0,1
u2061,q2061,0.37,0.49,0.25,0.42,0.36,143.0,1
u4569,q4569,0.67,0.54,0.85,0.73,0.83,55.0,1
u6091,q6091,0.74,0.85,0.72,0.48,1.0,49.0,1
u3532,q3532,0.69,0.81,0.47,0.64,0.77,56.0,1
u3507,q3507,0.62,0.62,0.68,0.47,0.79,59.0,1
u6184,q6184,0.68,0.82,0.53,0.81,0.73,48.0,2
u5507,q5507,0.51,0.56,0.45,0.69,0.88,70.0,3
u9740,q9740,0.99,0.97,0.78,0.86,1.0,64.0,3
u8034,q8034,0.97,0.95,0.86,0.84,1.0,38.0,3
u7843,q7843,0.69,0.69,0.76,0.74,0.79,81.0,2
u5849,q5849,0.78,0.75,0.93,0.61,1.0,90.0,2
u7096,q7096,0.81,0.89,0.63,0.59,0.98,55.0,3
u177,q177,0.25,0.4,0.08,0.38,0.85,111.0,2
u3043,q3043,0.56,0.52,0.59,0.75,0.72,59.0,2
u6335,q6335,0.59,0.6,0.52,0.76,0.9,53.0,3
u7189,q7189,0.61,0.67,0.63,0.53,0.79,54.0,2
u1,q1,0.28,0.45,0.01,0.23,0.75,18.0,1
u8037,q8037,0.86,0.95,0.78,0.86,0.98,44.0,2
u526,q526,0.23,0.22,0.12,0.44,0.44,28.0,1
u7129,q7129,0.68,0.57,0.66,0.54,1.0,98.0,2
u1628,q1628,0.38,0.53,0.19,0.47,0.46,31.0,2
u5455,q5455,0.58,0.63,0.41,0.7,0.77,43.0,2
u3266,q3266,0.72,0.59,0.82,0.85,0.79,58.0,3
u6760,q6760,0.64,0.61,0.73,0.61,0.76,35.0,2
u3257,q3257,0.72,0.64,0.72,0.68,0.79,58.0,2
u4749,q4749,0.49,0.69,0.22,0.62,0.83,45.0,2
u307,q307,0.43,0.53,0.38,0.28,0.77,25.0,1
u504,q504,0.36,0.46,0.31,0.19,0.4,30.0,1
u4064,q4064,0.7,0.79,0.69,0.75,0.86,56.0,2
u6441,q6441,0.8,0.88,0.73,0.69,0.85,44.0,2
u72,q72,0.54,0.55,0.56,0.17,0.5,137.0,2
u4816,q4816,0.66,0.79,0.43,0.63,0.98,64.0,3
u2273,q2273,0.21,0.33,0.12,0.32,0.46,18.0,1
u1573,q1573,0.41,0.43,0.42,0.3,0.36,116.0,2
u1438,q1438,0.48,0.56,0.26,0.39,0.53,168.0,1
u5363,q5363,0.51,0.44,0.51,0.57,0.66,78.0,2
u3189,q3189,0.69,0.76,0.64,0.6,0.68,38.0,2
u4577,q4577,0.57,0.5,0.72,0.68,0.89,60.0,2
u9981,q9981,0.81,0.9,0.82,0.89,1.0,41.0,3
u2578,q2578,0.37,0.5,0.33,0.25,0.69,23.0,1
u9762,q9762,0.85,0.88,0.79,0.88,0.99,48.0,3
u2922,q2922,0.38,0.47,0.32,0.46,0.66,31.0,1
u1550,q1550,0.47,0.52,0.27,0.65,0.74,142.0,1
u3558,q3558,0.77,1.0,0.6,0.65,0.57,59.0,1
u2286,q2286,0.44,0.45,0.36,0.54,0.45,130.0,1
u7283,q7283,0.75,0.68,0.96,0.79,0.91,62.0,2
u620,q620,0.36,0.42,0.43,0.37,0.47,16.0,2
u3590,q3590,0.63,0.59,0.74,0.74,0.83,69.0,2
u4189,q4189,0.59,0.76,0.45,0.67,0.99,41.0,2
u4525,q4525,0.86,0.77,0.85,0.48,0.89,74.0,3
u345,q345,0.2,0.35,0.16,0.4,0.61,141.0,1
u4764,q4764,0.78,0.66,0.71,0.58,0.84,38.0,2
u1128,q1128,0.49,0.32,0.57,0.49,0.06,17.0,2
u7439,q7439,0.55,0.73,0.24,0.78,0.98,56.0,2
u1301,q1301,0.31,0.33,0.24,0.3,0.98,133.0,1
u5002,q5002,0.7,0.82,0.57,0.45,0.8,63.0,2
u2711,q2711,0.4,0.32,0.31,0.38,1.0,34.0,1
u1029,q1029,0.54,0.46,0.54,0.23,0.26,12.0,1
u2615,q2615,0.32,0.46,0.22,0.4,0.53,125.0,2
u3384,q3384,0.62,0.71,0.37,0.79,0.82,60.0,2
u5334,q5334,0.68,0.72,0.64,0.68,0.87,63.0,1
u2710,q2710,0.49,0.56,0.58,0.27,0.58,24.0,2
u3348,q3348,0.51,0.55,0.57,0.56,0.83,71.0,1
u5297,q5297,0.67,0.65,0.6,0.69,0.83,53.0,1
u8269,q8269,0.87,0.88,0.82,0.87,0.94,46.0,3
u8808,q8808,0.83,0.87,0.89,0.86,0.96,35.0,2
u7557,q7557,0.53,0.6,0.54,0.73,0.97,67.0,2
u1031,q1031,0.48,0.37,0.43,0.2,0.76,161.0,1
u5517,q5517,0.76,0.83,0.64,0.48,0.77,37.0,1
u6611,q6611,0.57,0.62,0.64,0.9,0.79,57.0,3
u1234,q1234,0.44,0.66,0.38,0.51,0.38,29.0,1
u5437,q5437,0.72,0.72,0.6,0.7,0.84,48.0,2
u2883,q2883,0.42,0.34,0.4,0.55,0.53,126.0,2
u4667,q4667,0.65,0.71,0.56,0.49,0.89,54.0,2
u2371,q2371,0.23,0.38,0.11,0.34,0.45,26.0,1
u1875,q1875,0.48,0.53,0.21,0.82,0.88,116.0,1
u4020,q4020,0.7,0.87,0.43,0.74,0.84,73.0,1
u450,q450,0.32,0.29,0.24,0.45,0.75,123.0,2
u674,q674,0.41,0.36,0.42,0.42,0.28,24.0,2
u5240,q5240,0.56,0.63,0.75,0.57,0.73,69.0,3
u9194,q9194,0.98,0.87,0.98,0.83,0.96,34.0,3
u2717,q2717,0.43,0.46,0.37,0.5,0.67,32.0,1
u8941,q8941,0.89,0.84,0.92,0.87,0.98,47.0,3
u40,q40,0.45,0.42,0.27,0.52,0.6,29.0,1
u117,q117,0.33,0.4,0.27,0.52,0.92,157.0,1
u8005,q8005,0.91,0.89,0.97,0.87,0.99,51.0,3
u9400,q9400,0.8,0.96,0.75,0.88,0.98,37.0,2
u7615,q7615,0.73,0.73,0.71,0.47,1.0,38.0,2
u7416,q7416,0.63,0.68,0.53,0.58,0.93,101.0,3
u1558,q1558,0.38,0.32,0.35,0.4,0.55,150.0,2
u5187,q5187,0.75,0.83,0.64,0.63,0.77,49.0,2
u9535,q9535,0.89,0.93,0.88,0.93,0.96,47.0,3
u6457,q6457,0.6,0.64,0.42,0.77,0.72,45.0,3
u901,q901,0.42,0.44,0.22,0.54,0.79,32.0,2
u8406,q8406,0.91,1.0,0.89,0.83,0.99,47.0,2
u6287,q6287,0.49,0.58,0.56,0.77,0.8,42.0,1
u6277,q6277,0.63,0.91,0.37,0.74,0.83,85.0,2
u5473,q5473,0.69,0.68,0.53,0.58,0.75,60.0,2
u2006,q2006,0.34,0.42,0.11,0.49,0.56,126.0,2
u6370,q6370,0.62,0.6,0.59,0.81,0.88,44.0,3
u9892,q9892,0.87,0.88,0.81,0.83,0.98,63.0,3
u2335,q2335,0.48,0.49,0.18,0.55,0.32,154.0,1
u5695,q5695,0.81,0.67,0.68,0.58,0.88,54.0,2
u509,q509,0.44,0.4,0.38,0.22,0.52,16.0,1
u6799,q6799,0.59,0.72,0.38,0.45,0.85,35.0,2
u5174,q5174,0.66,0.62,0.66,0.75,1.0,27.0,2
u5742,q5742,0.68,0.75,0.62,0.65,0.79,38.0,2
u5284,q5284,0.79,0.75,0.72,0.57,0.66,74.0,3
u6624,q6624,0.59,0.65,0.53,0.58,0.72,61.0,2
u6263,q6263,0.53,0.6,0.42,0.56,0.89,59.0,2
u8521,q8521,0.88,0.87,0.85,0.92,0.98,47.0,3
u9009,q9009,0.87,0.86,0.82,0.88,0.95,30.0,3
u173,q173,0.22,0.39,0.1,0.34,0.73,23.0,1
u1986,q1986,0.43,0.45,0.55,0.27,0.64,149.0,2
u5338,q5338,0.75,0.83,0.72,0.63,0.95,23.0,2
u2162,q2162,0.23,0.42,0.0,0.53,0.41,117.0,2
u3015,q3015,0.67,0.63,0.78,0.52,0.99,63.0,2
u1792,q1792,0.29,0.41,0.24,0.28,0.5,185.0,1
u550,q550,0.31,0.34,0.29,0.49,0.19,22.0,1
u9962,q9962,0.63,0.73,0.73,0.86,0.99,27.0,2
u6892,q6892,0.6,0.62,0.55,0.65,1.0,52.0,2
u2347,q2347,0.32,0.35,0.26,0.34,0.55,31.0,2
u9954,q9954,0.85,0.94,0.86,0.79,1.0,30.0,3
u585,q585,0.43,0.42,0.31,0.64,0.83,21.0,1
u896,q896,0.47,0.46,0.45,0.32,0.44,146.0,1
u118,q118,0.3,0.28,0.19,0.27,0.75,118.0,1
u34,q34,0.27,0.29,0.15,0.27,0.36,31.0,1
u7226,q7226,0.73,0.79,0.59,0.57,0.84,67.0,1
u9791,q9791,0.8,0.86,0.83,0.78,1.0,35.0,2
u6489,q6489,0.64,0.72,0.69,0.59,0.95,65.0,3
u4544,q4544,0.61,0.73,0.51,0.57,0.82,81.0,2
u4758,q4758,0.62,0.71,0.63,0.64,0.78,69.0,1
u4068,q4068,0.7,0.76,0.73,0.74,0.83,65.0,2
u6571,q6571,0.76,0.74,0.65,0.79,1.0,51.0,2
u2187,q2187,0.24,0.26,0.24,0.48,0.8,29.0,1
u8370,q8370,0.94,1.0,0.98,0.87,0.98,44.0,3
u2948,q2948,0.34,0.1,0.47,0.43,0.31,21.0,1
u4250,q4250,0.67,0.75,0.62,0.38,0.97,69.0,3
u7752,q7752,0.65,0.58,0.59,0.61,0.99,77.0,2
u1696,q1696,0.44,0.59,0.27,0.62,0.38,29.0,1
u4479,q4479,0.59,0.61,0.39,0.51,1.0,63.0,2
u862,q862,0.14,0.25,0.18,0.68,0.69,20.0,1
u2933,q2933,0.25,0.31,0.32,0.4,0.52,29.0,2
u8428,q8428,0.91,0.9,0.92,0.95,0.98,33.0,3
u9241,q9241,0.86,0.85,0.87,0.82,0.97,27.0,3
u7489,q7489,0.64,0.81,0.39,0.6,0.84,20.0,2
u1689,q1689,0.22,0.43,0.08,0.36,0.84,29.0,2
u7584,q7584,0.64,0.83,0.29,0.49,0.75,60.0,2
u714,q714,0.25,0.44,0.0,0.44,0.53,125.0,1
u8425,q8425,0.87,0.89,0.9,0.9,1.0,35.0,2
u2134,q2134,0.51,0.46,0.37,0.67,0.83,25.0,2
u9826,q9826,0.93,0.92,0.77,0.77,0.95,46.0,3
u2944,q2944,0.37,0.38,0.07,0.45,0.69,16.0,1
u2664,q2664,0.22,0.31,0.08,0.65,0.47,29.0,2
u60,q60,0.4,0.5,0.24,0.49,0.83,123.0,1
u2760,q2760,0.43,0.46,0.43,0.62,0.65,146.0,2
u1290,q1290,0.15,0.18,0.39,0.4,0.45,138.0,2
u7218,q7218,0.62,0.66,0.55,0.52,0.88,68.0,2
u6081,q6081,0.94,0.81,0.96,0.76,0.86,54.0,2
u6186,q6186,0.78,0.86,0.8,0.67,0.88,39.0,2
u9951,q9951,0.84,0.94,0.75,0.91,0.96,51.0,3
u5239,q5239,0.51,0.53,0.45,0.7,0.82,71.0,2
u4271,q4271,0.73,0.63,0.74,0.69,1.0,62.0,2
u9855,q9855,0.91,0.9,0.78,0.88,0.96,56.0,2
u7005,q7005,0.7,0.77,0.77,0.7,0.98,67.0,2
u9600,q9600,0.87,0.84,0.95,0.88,0.99,32.0,3
u2075,q2075,0.31,0.34,0.33,0.09,0.47,120.0,2
u6381,q6381,0.78,0.79,0.73,0.64,0.75,76.0,2
u7818,q7818,0.74,0.84,0.61,0.74,0.95,39.0,2
u6549,q6549,0.57,0.68,0.67,0.83,0.74,55.0,2
u8006,q8006,0.64,0.78,0.57,0.88,1.0,51.0,3
u1654,q1654,0.29,0.36,0.39,0.47,0.27,26.0,1
u115,q115,0.36,0.38,0.36,0.37,0.6,25.0,1
u9095,q9095,1.0,0.98,1.0,0.76,0.98,24.0,3
u1565,q1565,0.37,0.47,0.42,0.45,1.0,146.0,1
u4069,q4069,0.53,0.74,0.31,0.7,0.77,66.0,2
u3787,q3787,0.71,0.77,0.65,0.61,0.76,53.0,1
u8409,q8409,0.9,0.94,0.75,0.81,0.99,48.0,2
u7002,q7002,0.88,0.72,0.91,0.8,0.86,21.0,1
u7082,q7082,0.65,0.74,0.66,0.53,0.83,64.0,2
u2299,q2299,0.44,0.47,0.4,0.37,0.54,109.0,1
u4466,q4466,0.53,0.55,0.46,0.72,0.86,33.0,2
u8111,q8111,0.93,0.91,0.7,0.83,0.97,41.0,2
u6810,q6810,0.81,0.75,0.77,0.69,0.79,66.0,2
u576,q576,0.28,0.18,0.34,0.57,0.43,25.0,2
u6322,q6322,0.77,0.83,0.68,0.54,0.78,58.0,1
u1600,q1600,0.49,0.33,0.5,0.44,0.67,24.0,1
u2243,q2243,0.5,0.6,0.41,0.37,0.53,166.0,1
u6063,q6063,0.86,0.84,0.59,0.79,0.9,53.0,2
u7144,q7144,0.5,0.65,0.28,0.57,0.89,49.0,2
u5686,q5686,0.64,0.67,0.69,0.56,0.86,39.0,2
u4597,q4597,0.74,0.74,0.76,0.44,0.73,72.0,3
u3431,q3431,0.48,0.59,0.43,0.65,0.85,41.0,2
u1131,q1131,0.4,0.43,0.26,0.39,0.66,132.0,2
u2412,q2412,0.43,0.55,0.22,0.55,0.19,119.0,2
u1571,q1571,0.31,0.48,0.21,0.24,0.23,20.0,1
u4082,q4082,0.59,0.59,0.65,0.59,0.94,80.0,2
u9183,q9183,0.94,0.96,0.94,0.83,0.96,42.0,3
u6634,q6634,0.55,0.53,0.71,0.93,0.83,80.0,3
u9440,q9440,0.8,0.84,0.88,0.94,0.97,33.0,3
u4224,q4224,0.62,0.63,0.52,0.57,0.77,58.0,2
u2118,q2118,0.08,0.3,0.21,0.45,0.58,28.0,1
u4061,q4061,0.59,0.64,0.52,0.45,0.8,49.0,1
u5066,q5066,0.78,0.71,0.77,0.63,0.89,67.0,2
u7400,q7400,0.79,0.81,0.79,0.56,0.77,77.0,3
u9128,q9128,0.89,0.89,0.9,0.81,0.97,44.0,3
u8504,q8504,0.9,0.93,0.76,0.8,1.0,42.0,2
u9069,q9069,0.89,0.89,0.86,0.89,0.95,47.0,3
u8503,q8503,0.8,0.8,0.81,0.95,0.99,35.0,3
u4049,q4049,0.64,0.61,0.56,0.6,0.86,63.0,2
u2408,q2408,0.45,0.48,0.47,0.14,0.9,21.0,2
u1938,q1938,0.45,0.45,0.48,0.76,0.52,27.0,2
u4740,q4740,0.66,0.73,0.63,0.8,0.78,57.0,2
u7986,q7986,0.83,0.75,0.94,0.68,1.0,48.0,1
u311,q311,0.19,0.38,0.12,0.37,0.98,139.0,1
u3207,q3207,0.82,0.78,0.87,0.59,0.66,53.0,2
u6790,q6790,0.65,0.53,0.64,0.63,0.76,60.0,2
u7609,q7609,0.69,0.66,0.74,0.53,0.94,50.0,3
u7611,q7611,0.78,0.8,0.79,0.55,0.88,48.0,1
u3489,q3489,0.5,0.52,0.63,0.78,1.0,41.0,2
u2679,q2679,0.41,0.41,0.35,0.46,0.38,25.0,1
u26,q26,0.31,0.41,0.24,0.42,0.74,116.0,1
u7806,q7806,0.72,0.81,0.65,0.58,0.77,41.0,1
u6350,q6350,0.43,0.52,0.41,0.65,0.95,73.0,1
u9871,q9871,0.86,0.92,0.84,0.91,0.95,51.0,2
u823,q823,0.51,0.63,0.29,0.27,0.44,24.0,2
u7259,q7259,0.57,0.59,0.66,0.71,0.91,59.0,1
u7013,q7013,0.43,0.48,0.5,0.7,0.91,48.0,1
u4406,q4406,0.64,0.66,0.53,0.71,0.75,48.0,1
u6383,q6383,0.69,0.61,0.68,0.47,0.65,30.0,1
u124,q124,0.25,0.26,0.25,0.43,0.6,25.0,1
u1440,q1440,0.44,0.47,0.38,0.49,0.47,45.0,1
u722,q722,0.3,0.23,0.56,0.56,0.65,30.0,1
u9407,q9407,0.69,0.82,0.74,1.0,0.98,38.0,3
